011406 RA ----NSF- T-NSF ἡ ἡ ἡ ὁ
011406 N- ----NSF- N-NSF θυγάτηρ θυγάτηρ θυγάτηρ θυγάτηρ
011406 RA ----GSF- T-GSF τῆς τῆς τῆς ὁ
011406 N- ----GSF- N-GSF Ἡρῳδιάδος Ἡρῳδιάδος Ἡρῳδιάδος Ἡρῳδιάς
011406 P- -------- PREP ἐν ἐν ἐν ἐν
011406 RA ----DSN- T-DSN τῷ τῷ τῷ ὁ
011406 A- ----DSN- A-DSN μέσῳ μέσῳ μέσῳ μέσος
011406 C- -------- CONJ καὶ καὶ καί καί
011406 V- 3AAI-S-- V-AAI-3S ἤρεσεν ἤρεσεν ἤρεσε(ν) ἀρέσκω
011406 RA ----DSM- T-DSM τῷ τῷ τῷ ὁ
011406 N- ----DSM- N-DSM Ἡρῴδῃ, Ἡρῴδῃ Ἡρῴδῃ Ἡρῴδης
011407 C- -------- ADV ὅθεν ὅθεν ὅθεν ὅθεν
011407 P- -------- PREP μετὰ μετὰ μετά μετά
011407 N- ----GSM- N-GSM ὅρκου ὅρκου ὅρκου ὅρκος
011407 V- 3AAI-S-- V-AAI-3S ὡμολόγησεν ὡμολόγησεν ὡμολόγησε(ν) ὁμολογέω
011407 RP ----DSF- P-DSF αὐτῇ αὐτῇ αὐτῇ αὐτός
011407 V- -AAN---- V-2AAN δοῦναι δοῦναι δοῦναι δίδωμι
011407 RR ----ASN- R-ASN ὃ ὃ ὅ ὅς
011407 X- -------- COND ⸀ἐὰν ἐὰν ἐάν ἐάν
011407 V- 3AMS-S-- V-AMS-3S αἰτήσηται. αἰτήσηται αἰτήσηται αἰτέω
011408 RA ----NSF- T-NSF ἡ ἡ ἡ ὁ
011408 C- -------- CONJ δὲ δὲ δέ δέ
011408 V- -APPNSF- V-APP-NSF προβιβασθεῖσα προβιβασθεῖσα προβιβασθεῖσα προβιβάζω
011408 P- -------- PREP ὑπὸ ὑπὸ ὑπό ὑπό
011408 RA ----GSF- T-GSF τῆς τῆς τῆς ὁ
011408 N- ----GSF- N-GSF μητρὸς μητρὸς μητρός μήτηρ
011408 RP ----GSF- P-GSF αὐτῆς· αὐτῆς αὐτῆς αὐτός
011408 V- 2AAD-S-- V-2AAM-2S Δός Δός δός δίδωμι
011408 RP ----DS-- P-1DS μοι, μοι μοι ἐγώ
011408 V- 3PAI-S-- V-PAI-3S φησίν, φησίν φησί(ν) φημί
011408 D- -------- ADV ὧδε ὧδε ὧδε ὧδε
011408 P- -------- PREP ἐπὶ ἐπὶ ἐπί ἐπί
011408 N- ----DSM- N-DSM πίνακι πίνακι πίνακι πίναξ
011408 RA ----ASF- T-ASF τὴν τὴν τήν ὁ
011408 N- ----ASF- N-ASF κεφαλὴν κεφαλὴν κεφαλήν κεφαλή
011408 N- ----GSM- N-GSM Ἰωάννου Ἰωάννου Ἰωάννου Ἰωάννης
011408 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
011408 N- ----GSM- N-GSM βαπτιστοῦ. βαπτιστοῦ βαπτιστοῦ βαπτιστής
011409 C- -------- CONJ καὶ καὶ καί καί
011409 V- -APPNSM- V-APP-NSM ⸂λυπηθεὶς λυπηθεὶς λυπηθείς λυπέω
011409 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
011409 N- ----NSM- N-NSM βασιλεὺς βασιλεὺς βασιλεύς βασιλεύς
011409 P- -------- PREP διὰ⸃ διὰ διά διά
011409 RA ----APM- T-APM τοὺς τοὺς τούς ὁ
011409 N- ----APM- N-APM ὅρκους ὅρκους ὅρκους ὅρκος
011409 C- -------- CONJ καὶ καὶ καί καί
011409 RA ----APM- T-APM τοὺς τοὺς τούς ὁ
011409 V- -PMPAPM- V-PNP-APM συνανακειμένους συνανακειμένους συνανακειμένους συνανάκειμαι
011409 V- 3AAI-S-- V-AAI-3S ἐκέλευσεν ἐκέλευσεν ἐκέλευσε(ν) κελεύω
011409 V- -APN---- V-APN δοθῆναι, δοθῆναι δοθῆναι δίδωμι
011410 C- -------- CONJ καὶ καὶ καί καί
011410 V- -AAPNSM- V-AAP-NSM πέμψας πέμψας πέμψας πέμπω
011410 V- 3AAI-S-- V-AAI-3S ἀπεκεφάλισεν ἀπεκεφάλισεν ἀπεκεφάλισε(ν) ἀποκεφαλίζω
011410 RA ----ASM- T-ASM ⸀τὸν τὸν τόν ὁ
011410 N- ----ASM- N-ASM Ἰωάννην Ἰωάννην Ἰωάννην Ἰωάννης
011410 P- -------- PREP ἐν ἐν ἐν ἐν
011410 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
011410 N- ----DSF- N-DSF φυλακῇ· φυλακῇ φυλακῇ φυλακή
011411 C- -------- CONJ καὶ καὶ καί καί
011411 V- 3API-S-- V-API-3S ἠνέχθη ἠνέχθη ἠνέχθη φέρω
011411 RA ----NSF- T-NSF ἡ ἡ ἡ ὁ
011411 N- ----NSF- N-NSF κεφαλὴ κεφαλὴ κεφαλή κεφαλή
011411 RP ----GSM- P-GSM αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
011411 P- -------- PREP ἐπὶ ἐπὶ ἐπί ἐπί
011411 N- ----DSM- N-DSM πίνακι πίνακι πίνακι πίναξ
011411 C- -------- CONJ καὶ καὶ καί καί
011411 V- 3API-S-- V-API-3S ἐδόθη ἐδόθη ἐδόθη δίδωμι
011411 RA ----DSN- T-DSN τῷ τῷ τῷ ὁ
011411 N- ----DSN- N-DSN κορασίῳ, κορασίῳ κορασίῳ κοράσιον
011411 C- -------- CONJ καὶ καὶ καί καί
011411 V- 3AAI-S-- V-AAI-3S ἤνεγκεν ἤνεγκεν ἤνεγκε(ν) φέρω
011411 RA ----DSF- T-DSF τῇ τῇ τῇ ὁ
011411 N- ----DSF- N-DSF μητρὶ μητρὶ μητρί μήτηρ
011411 RP ----GSF- P-GSF αὐτῆς. αὐτῆς αὐτῆς αὐτός
011412 C- -------- CONJ καὶ καὶ καί καί
011412 V- -AAPNPM- V-2AAP-NPM προσελθόντες προσελθόντες προσελθόντες προσέρχομαι
011412 RA ----NPM- T-NPM οἱ οἱ οἱ ὁ
011412 N- ----NPM- N-NPM μαθηταὶ μαθηταὶ μαθηταί μαθητής
011412 RP ----GSM- P-GSM αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
011412 V- 3AAI-P-- V-AAI-3P ἦραν ἦραν ἦραν αἴρω
011412 RA ----ASN- T-ASN τὸ τὸ τό ὁ
011412 N- ----ASN- N-ASN ⸀πτῶμα πτῶμα πτῶμα πτῶμα
011412 C- -------- CONJ καὶ καὶ καί καί
011412 V- 3AAI-P-- V-AAI-3P ἔθαψαν ἔθαψαν ἔθαψαν θάπτω
011412 RP ----ASM- P-ASM ⸀αὐτόν, αὐτόν αὐτόν αὐτός
011412 C- -------- CONJ καὶ καὶ καί καί
011412 V- -AAPNPM- V-2AAP-NPM ἐλθόντες ἐλθόντες ἐλθόντες ἔρχομαι
011412 V- 3AAI-P-- V-AAI-3P ἀπήγγειλαν ἀπήγγειλαν ἀπήγγειλαν ἀπαγγέλλω
011412 RA ----DSM- T-DSM τῷ τῷ τῷ ὁ
011412 N- ----DSM- N-DSM Ἰησοῦ. Ἰησοῦ Ἰησοῦ Ἰησοῦς
011413 V- -AAPNSM- V-AAP-NSM ⸂Ἀκούσας Ἀκούσας ἀκούσας ἀκούω
011413 C- -------- CONJ δὲ⸃ δὲ δέ δέ
011413 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
011413 N- ----NSM- N-NSM Ἰησοῦς Ἰησοῦς Ἰησοῦς Ἰησοῦς
011413 V- 3AAI-S-- V-AAI-3S ἀνεχώρησεν ἀνεχώρησεν ἀνεχώρησε(ν) ἀναχωρέω
011413 D- -------- ADV ἐκεῖθεν ἐκεῖθεν ἐκεῖθεν ἐκεῖθεν
011413 P- -------- PREP ἐν ἐν ἐν ἐν
011413 N- ----DSN- N-DSN πλοίῳ πλοίῳ πλοίῳ πλοῖον
011413 P- -------- PREP εἰς εἰς εἰς εἰς
011413 A- ----ASM- A-ASM ἔρημον ἔρημον ἔρημον ἔρημος
011413 N- ----ASM- N-ASM τόπον τόπον τόπον τόπος
011413 P- -------- PREP κατ’ κατ’ κατά κατά
011413 A- ----ASF- A-ASF ἰδίαν· ἰδίαν ἰδίαν ἴδιος
011413 C- -------- CONJ καὶ καὶ καί καί
011413 V- -AAPNPM- V-AAP-NPM ἀκούσαντες ἀκούσαντες ἀκούσαντες ἀκούω
011413 RA ----NPM- T-NPM οἱ οἱ οἱ ὁ
011413 N- ----NPM- N-NPM ὄχλοι ὄχλοι ὄχλοι ὄχλος
011413 V- 3AAI-P-- V-AAI-3P ἠκολούθησαν ἠκολούθησαν ἠκολούθησαν ἀκολουθέω
011413 RP ----DSM- P-DSM αὐτῷ αὐτῷ αὐτῷ αὐτός
011413 D- -------- ADV πεζῇ πεζῇ πεζῇ πεζῇ
011413 P- -------- PREP ἀπὸ ἀπὸ ἀπό ἀπό
011413 RA ----GPF- T-GPF τῶν τῶν τῶν ὁ
011413 N- ----GPF- N-GPF πόλεων. πόλεων πόλεων πόλις
011414 C- -------- CONJ καὶ καὶ καί καί
011414 V- -AAPNSM- V-2AAP-NSM ⸀ἐξελθὼν ἐξελθὼν ἐξελθών ἐξέρχομαι
011414 V- 3AAI-S-- V-2AAI-3S εἶδεν εἶδεν εἶδε(ν) ὁράω
011414 A- ----ASM- A-ASM πολὺν πολὺν πολύν πολύς
011414 N- ----ASM- N-ASM ὄχλον, ὄχλον ὄχλον ὄχλος
011414 C- -------- CONJ καὶ καὶ καί καί
011414 V- 3API-S-- V-AOI-3S ἐσπλαγχνίσθη ἐσπλαγχνίσθη ἐσπλαγχνίσθη σπλαγχνίζομαι
011414 P- -------- PREP ἐπ’ ἐπ’ ἐπί ἐπί
011414 RP ----DPM- P-DPM αὐτοῖς αὐτοῖς αὐτοῖς αὐτός
011414 C- -------- CONJ καὶ καὶ καί καί
011414 V- 3AAI-S-- V-AAI-3S ἐθεράπευσεν ἐθεράπευσεν ἐθεράπευσε(ν) θεραπεύω
011414 RA ----APM- T-APM τοὺς τοὺς τούς ὁ
011414 A- ----APM- A-APM ἀρρώστους ἀρρώστους ἀρρώστους ἄρρωστος
011414 RP ----GPM- P-GPM αὐτῶν. αὐτῶν αὐτῶν αὐτός
011415 A- ----GSF- A-GSF ὀψίας ὀψίας ὀψίας ὀψία
011415 C- -------- CONJ δὲ δὲ δέ δέ
011415 V- -AMPGSF- V-2ADP-GSF γενομένης γενομένης γενομένης γίνομαι
011415 V- 3AAI-P-- V-2AAI-3P προσῆλθον προσῆλθον προσῆλθον προσέρχομαι
011415 RP ----DSM- P-DSM αὐτῷ αὐτῷ αὐτῷ αὐτός
011415 RA ----NPM- T-NPM οἱ οἱ οἱ ὁ
011415 N- ----NPM- N-NPM ⸀μαθηταὶ μαθηταὶ μαθηταί μαθητής
011415 V- -PAPNPM- V-PAP-NPM λέγοντες· λέγοντες λέγοντες λέγω
011415 A- ----NSM- A-NSM Ἔρημός Ἔρημός ἔρημος ἔρημος
011415 V- 3PAI-S-- V-PAI-3S ἐστιν ἐστιν ἐστί(ν) εἰμί
011415 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
011415 N- ----NSM- N-NSM τόπος τόπος τόπος τόπος
011415 C- -------- CONJ καὶ καὶ καί καί
011415 RA ----NSF- T-NSF ἡ ἡ ἡ ὁ
011415 N- ----NSF- N-NSF ὥρα ὥρα ὥρα ὥρα
011415 D- -------- ADV ἤδη ἤδη ἤδη ἤδη
011415 V- 3AAI-S-- V-2AAI-3S παρῆλθεν· παρῆλθεν παρῆλθε(ν) παρέρχομαι
011415 V- 2AAD-S-- V-AAM-2S ἀπόλυσον ἀπόλυσον ἀπόλυσον ἀπολύω
011415 RA ----APM- T-APM τοὺς τοὺς τούς ὁ
011415 N- ----APM- N-APM ὄχλους, ὄχλους ὄχλους ὄχλος
011415 C- -------- CONJ ἵνα ἵνα ἵνα ἵνα
011415 V- -AAPNPM- V-2AAP-NPM ἀπελθόντες ἀπελθόντες ἀπελθόντες ἀπέρχομαι
011415 P- -------- PREP εἰς εἰς εἰς εἰς
011415 RA ----APF- T-APF τὰς τὰς τάς ὁ
011415 N- ----APF- N-APF κώμας κώμας κώμας κώμη
011415 V- 3AAS-P-- V-AAS-3P ἀγοράσωσιν ἀγοράσωσιν ἀγοράσωσι(ν) ἀγοράζω
011415 RP ----DPM- F-3DPM ἑαυτοῖς ἑαυτοῖς ἑαυτοῖς ἑαυτοῦ
011415 N- ----APN- N-APN βρώματα. βρώματα βρώματα βρῶμα
011416 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
011416 C- -------- CONJ δὲ δὲ δέ δέ
011416 N- ----NSM- N-NSM Ἰησοῦς Ἰησοῦς Ἰησοῦς Ἰησοῦς
011416 V- 3AAI-S-- V-2AAI-3S εἶπεν εἶπεν εἶπε(ν) λέγω
011416 RP ----DPM- P-DPM αὐτοῖς· αὐτοῖς αὐτοῖς αὐτός
011416 D- -------- PRT-N Οὐ Οὐ οὐ οὐ
011416 N- ----ASF- N-ASF χρείαν χρείαν χρείαν χρεία
011416 V- 3PAI-P-- V-PAI-3P ἔχουσιν ἔχουσιν ἔχουσι(ν) ἔχω
011416 V- -AAN---- V-2AAN ἀπελθεῖν· ἀπελθεῖν ἀπελθεῖν ἀπέρχομαι
011416 V- 2AAD-P-- V-2AAM-2P δότε δότε δότε δίδωμι
011416 RP ----DPM- P-DPM αὐτοῖς αὐτοῖς αὐτοῖς αὐτός
011416 RP ----NP-- P-2NP ὑμεῖς ὑμεῖς ὑμεῖς σύ
011416 V- -AAN---- V-2AAN φαγεῖν. φαγεῖν φαγεῖν ἐσθίω
011417 RA ----NPM- T-NPM οἱ οἱ οἱ ὁ
011417 C- -------- CONJ δὲ δὲ δέ δέ
011417 V- 3PAI-P-- V-PAI-3P λέγουσιν λέγουσιν λέγουσι(ν) λέγω
011417 RP ----DSM- P-DSM αὐτῷ· αὐτῷ αὐτῷ αὐτός
011417 D- -------- PRT-N Οὐκ Οὐκ οὐ οὐ
011417 V- 1PAI-P-- V-PAI-1P ἔχομεν ἔχομεν ἔχομεν ἔχω
011417 D- -------- ADV ὧδε ὧδε ὧδε ὧδε
011417 C- -------- COND εἰ εἰ εἰ εἰ
011417 D- -------- PRT-N μὴ μὴ μή μή
011417 A- ----APM- A-NUI πέντε πέντε πέντε πέντε
011417 N- ----APM- N-APM ἄρτους ἄρτους ἄρτους ἄρτος
011417 C- -------- CONJ καὶ καὶ καί καί
011417 A- ----APM- A-NUI δύο δύο δύο δύο
011417 N- ----APM- N-APM ἰχθύας. ἰχθύας ἰχθύας ἰχθύς
011418 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
011418 C- -------- CONJ δὲ δὲ δέ δέ
011418 V- 3AAI-S-- V-2AAI-3S εἶπεν· εἶπεν εἶπε(ν) λέγω
011418 V- 2PAD-P-- V-PAM-2P Φέρετέ Φέρετέ φέρετε φέρω
011418 RP ----DS-- P-1DS μοι μοι μοι ἐγώ
011418 D- -------- ADV ⸂ὧδε ὧδε ὧδε ὧδε
011418 RP ----APM- P-APM αὐτούς⸃. αὐτούς αὐτούς αὐτός
011419 C- -------- CONJ καὶ καὶ καί καί
011419 V- -AAPNSM- V-AAP-NSM κελεύσας κελεύσας κελεύσας κελεύω
011419 RA ----APM- T-APM τοὺς τοὺς τούς ὁ
011419 N- ----APM- N-APM ὄχλους ὄχλους ὄχλους ὄχλος
011419 V- -APN---- V-APN ἀνακλιθῆναι ἀνακλιθῆναι ἀνακλιθῆναι ἀνακλίνω
011419 P- -------- PREP ἐπὶ ἐπὶ ἐπί ἐπί
011419 RA ----GSM- T-GSM ⸂τοῦ τοῦ τοῦ ὁ
011419 N- ----GSM- N-GSM χόρτου⸃, χόρτου χόρτου χόρτος
011419 V- -AAPNSM- V-2AAP-NSM λαβὼν λαβὼν λαβών λαμβάνω
011419 RA ----APM- T-APM τοὺς τοὺς τούς ὁ
011419 A- ----APM- A-NUI πέντε πέντε πέντε πέντε
011419 N- ----APM- N-APM ἄρτους ἄρτους ἄρτους ἄρτος
011419 C- -------- CONJ καὶ καὶ καί καί
011419 RA ----APM- T-APM τοὺς τοὺς τούς ὁ
011419 A- ----APM- A-NUI δύο δύο δύο δύο
011419 N- ----APM- N-APM ἰχθύας, ἰχθύας ἰχθύας ἰχθύς
011419 V- -AAPNSM- V-AAP-NSM ἀναβλέψας ἀναβλέψας ἀναβλέψας ἀναβλέπω
011419 P- -------- PREP εἰς εἰς εἰς εἰς
011419 RA ----ASM- T-ASM τὸν τὸν τόν ὁ
011419 N- ----ASM- N-ASM οὐρανὸν οὐρανὸν οὐρανόν οὐρανός
011419 V- 3AAI-S-- V-AAI-3S εὐλόγησεν εὐλόγησεν εὐλόγησε(ν) εὐλογέω
011419 C- -------- CONJ καὶ καὶ καί καί
011419 V- -AAPNSM- V-AAP-NSM κλάσας κλάσας κλάσας κλάω
011419 V- 3AAI-S-- V-AAI-3S ἔδωκεν ἔδωκεν ἔδωκε(ν) δίδωμι
011419 RA ----DPM- T-DPM τοῖς τοῖς τοῖς ὁ
011419 N- ----DPM- N-DPM μαθηταῖς μαθηταῖς μαθηταῖς μαθητής
011419 RA ----APM- T-APM τοὺς τοὺς τούς ὁ
011419 N- ----APM- N-APM ἄρτους ἄρτους ἄρτους ἄρτος
011419 RA ----NPM- T-NPM οἱ οἱ οἱ ὁ
011419 C- -------- CONJ δὲ δὲ δέ δέ
011419 N- ----NPM- N-NPM μαθηταὶ μαθηταὶ μαθηταί μαθητής
011419 RA ----DPM- T-DPM τοῖς τοῖς τοῖς ὁ
011419 N- ----DPM- N-DPM ὄχλοις. ὄχλοις ὄχλοις ὄχλος
011420 C- -------- CONJ καὶ καὶ καί καί
011420 V- 3AAI-P-- V-2AAI-3P ἔφαγον ἔφαγον ἔφαγον ἐσθίω
011420 A- ----NPM- A-NPM πάντες πάντες πάντες πᾶς
011420 C- -------- CONJ καὶ καὶ καί καί
011420 V- 3API-P-- V-API-3P ἐχορτάσθησαν, ἐχορτάσθησαν ἐχορτάσθησαν χορτάζω
011420 C- -------- CONJ καὶ καὶ καί καί
011420 V- 3AAI-P-- V-AAI-3P ἦραν ἦραν ἦραν αἴρω
011420 RA ----ASN- T-ASN τὸ τὸ τό ὁ
011420 V- -PAPASN- V-PAP-ASN περισσεῦον περισσεῦον περισσεῦον περισσεύω
011420 RA ----GPN- T-GPN τῶν τῶν τῶν ὁ
011420 N- ----GPN- N-GPN κλασμάτων κλασμάτων κλασμάτων κλάσμα
011420 A- ----APM- A-NUI δώδεκα δώδεκα δώδεκα δώδεκα
011420 N- ----APM- N-APM κοφίνους κοφίνους κοφίνους κόφινος
011420 A- ----APM- A-APM πλήρεις. πλήρεις πλήρεις πλήρης
011421 RA ----NPM- T-NPM οἱ οἱ οἱ ὁ
011421 C- -------- CONJ δὲ δὲ δέ δέ
011421 V- -PAPNPM- V-PAP-NPM ἐσθίοντες ἐσθίοντες ἐσθίοντες ἐσθίω
011421 V- 3IAI-P-- V-IAI-3P ἦσαν ἦσαν ἦσαν εἰμί
011421 N- ----NPM- N-NPM ἄνδρες ἄνδρες ἄνδρες ἀνήρ
011421 D- -------- ADV ὡσεὶ ὡσεὶ ὡσεί ὡσεί
011421 A- ----NPM- A-NPM πεντακισχίλιοι πεντακισχίλιοι πεντακισχίλιοι πεντακισχίλιοι
011421 P- -------- ADV χωρὶς χωρὶς χωρίς χωρίς
011421 N- ----GPF- N-GPF γυναικῶν γυναικῶν γυναικῶν γυνή
011421 C- -------- CONJ καὶ καὶ καί καί
011421 N- ----GPN- N-GPN παιδίων. παιδίων παιδίων παιδίον
011422 C- -------- CONJ Καὶ Καὶ καί καί
011422 D- -------- ADV εὐθέως εὐθέως εὐθέως εὐθέως
011422 V- 3AAI-S-- V-AAI-3S ⸀ἠνάγκασεν ἠνάγκασεν ἠνάγκασε(ν) ἀναγκάζω
011422 RA ----APM- T-APM τοὺς τοὺς τούς ὁ
011422 N- ----APM- N-APM μαθητὰς μαθητὰς μαθητάς μαθητής
011422 V- -AAN---- V-2AAN ἐμβῆναι ἐμβῆναι ἐμβῆναι ἐμβαίνω
011422 P- -------- PREP ⸀εἰς εἰς εἰς εἰς
011422 N- ----ASN- N-ASN πλοῖον πλοῖον πλοῖον πλοῖον
011422 C- -------- CONJ καὶ καὶ καί καί
011422 V- -PAN---- V-PAN προάγειν προάγειν προάγειν προάγω
011422 RP ----ASM- P-ASM αὐτὸν αὐτὸν αὐτόν αὐτός
011422 P- -------- PREP εἰς εἰς εἰς εἰς
011422 RA ----ASN- T-ASN τὸ τὸ τό ὁ
011422 D- -------- ADV πέραν, πέραν πέραν πέραν
011422 P- -------- ADV ἕως ἕως ἕως ἕως
011422 RR ----GSM- R-GSM οὗ οὗ οὗ ὅς
011422 V- 3AAS-S-- V-AAS-3S ἀπολύσῃ ἀπολύσῃ ἀπολύσῃ ἀπολύω
011422 RA ----APM- T-APM τοὺς τοὺς τούς ὁ
011422 N- ----APM- N-APM ὄχλους. ὄχλους ὄχλους ὄχλος
011423 C- -------- CONJ καὶ καὶ καί καί
011423 V- -AAPNSM- V-AAP-NSM ἀπολύσας ἀπολύσας ἀπολύσας ἀπολύω
011423 RA ----APM- T-APM τοὺς τοὺς τούς ὁ
011423 N- ----APM- N-APM ὄχλους ὄχλους ὄχλους ὄχλος
011423 V- 3AAI-S-- V-2AAI-3S ἀνέβη ἀνέβη ἀνέβη ἀναβαίνω
011423 P- -------- PREP εἰς εἰς εἰς εἰς
011423 RA ----ASN- T-ASN τὸ τὸ τό ὁ
011423 N- ----ASN- N-ASN ὄρος ὄρος ὄρος ὄρος
011423 P- -------- PREP κατ’ κατ’ κατά κατά
011423 A- ----ASF- A-ASF ἰδίαν ἰδίαν ἰδίαν ἴδιος
011423 V- -AMN---- V-ADN προσεύξασθαι. προσεύξασθαι προσεύξασθαι προσεύχομαι
011423 A- ----GSF- A-GSF ὀψίας ὀψίας ὀψίας ὀψία
011423 C- -------- CONJ δὲ δὲ δέ δέ
011423 V- -AMPGSF- V-2ADP-GSF γενομένης γενομένης γενομένης γίνομαι
011423 A- ----NSM- A-NSM μόνος μόνος μόνος μόνος
011423 V- 3IAI-S-- V-IAI-3S ἦν ἦν ἦν εἰμί
011423 D- -------- ADV ἐκεῖ. ἐκεῖ ἐκεῖ ἐκεῖ
011424 RA ----NSN- T-NSN τὸ τὸ τό ὁ
011424 C- -------- CONJ δὲ δὲ δέ δέ
011424 N- ----NSN- N-NSN πλοῖον πλοῖον πλοῖον πλοῖον
011424 D- -------- ADV ἤδη ἤδη ἤδη ἤδη
011424 N- ----APM- N-APM ⸂σταδίους σταδίους σταδίους στάδιος
011424 A- ----APM- A-APM πολλοὺς πολλοὺς πολλούς πολύς
011424 P- -------- PREP ἀπὸ ἀπὸ ἀπό ἀπό
011424 RA ----GSF- T-GSF τῆς τῆς τῆς ὁ
011424 N- ----GSF- N-GSF γῆς γῆς γῆς γῆ
011424 V- 3IAI-S-- V-IAI-3S ἀπεῖχεν⸃, ἀπεῖχεν ἀπεῖχε(ν) ἀπέχω
011424 V- -PPPNSN- V-PPP-NSN βασανιζόμενον βασανιζόμενον βασανιζόμενον βασανίζω
011424 P- -------- PREP ὑπὸ ὑπὸ ὑπό ὑπό
011424 RA ----GPN- T-GPN τῶν τῶν τῶν ὁ
011424 N- ----GPN- N-GPN κυμάτων, κυμάτων κυμάτων κῦμα
011424 V- 3IAI-S-- V-IAI-3S ἦν ἦν ἦν εἰμί
011424 C- -------- CONJ γὰρ γὰρ γάρ γάρ
011424 A- ----NSM- A-NSM ἐναντίος ἐναντίος ἐναντίος ἐναντίος
011424 RA ----NSM- T-NSM ὁ ὁ ὁ ὁ
011424 N- ----NSM- N-NSM ἄνεμος. ἄνεμος ἄνεμος ἄνεμος
011425 A- ----DSF- A-DSF τετάρτῃ τετάρτῃ τετάρτῃ τέταρτος
011425 C- -------- CONJ δὲ δὲ δέ δέ
011425 N- ----DSF- N-DSF φυλακῇ φυλακῇ φυλακῇ φυλακή
011425 RA ----GSF- T-GSF τῆς τῆς τῆς ὁ
011425 N- ----GSF- N-GSF νυκτὸς νυκτὸς νυκτός νύξ
011425 V- 3AAI-S-- V-2AAI-3S ⸀ἦλθεν ἦλθεν ἦλθε(ν) ἔρχομαι
011425 P- -------- PREP πρὸς πρὸς πρός πρός
011425 RP ----APM- P-APM ⸀αὐτοὺς αὐτοὺς αὐτούς αὐτός
011425 V- -PAPNSM- V-PAP-NSM περιπατῶν περιπατῶν περιπατῶν περιπατέω
011425 P- -------- PREP ἐπὶ ἐπὶ ἐπί ἐπί
011425 RA ----ASF- T-ASF ⸂τὴν τὴν τήν ὁ
011425 N- ----ASF- N-ASF θάλασσαν⸃. θάλασσαν θάλασσαν θάλασσα
011426 RA ----NPM- T-NPM ⸂οἱ οἱ οἱ ὁ
011426 C- -------- CONJ δὲ δὲ δέ δέ
011426 N- ----NPM- N-NPM μαθηταὶ μαθηταὶ μαθηταί μαθητής
011426 V- -AAPNPM- V-2AAP-NPM ἰδόντες ἰδόντες ἰδόντες ὁράω
011426 RP ----ASM- P-ASM αὐτὸν⸃ αὐτὸν αὐτόν αὐτός
011426 P- -------- PREP ἐπὶ ἐπὶ ἐπί ἐπί
011426 RA ----GSF- T-GSF ⸂τῆς τῆς τῆς ὁ
011426 N- ----GSF- N-GSF θαλάσσης⸃ θαλάσσης θαλάσσης θάλασσα
011426 V- -PAPASM- V-PAP-ASM περιπατοῦντα περιπατοῦντα περιπατοῦντα περιπατέω
011426 V- 3API-P-- V-API-3P ἐταράχθησαν ἐταράχθησαν ἐταράχθησαν ταράσσω
011426 V- -PAPNPM- V-PAP-NPM λέγοντες λέγοντες λέγοντες λέγω
011426 C- -------- CONJ ὅτι ὅτι ὅτι ὅτι
011426 N- ----NSN- N-NSN Φάντασμά Φάντασμά φάντασμα φάντασμα
011426 V- 3PAI-S-- V-PAI-3S ἐστιν, ἐστιν ἐστί(ν) εἰμί
011426 C- -------- CONJ καὶ καὶ καί καί
011426 P- -------- PREP ἀπὸ ἀπὸ ἀπό ἀπό
011426 RA ----GSM- T-GSM τοῦ τοῦ τοῦ ὁ
011426 N- ----GSM- N-GSM φόβου φόβου φόβου φόβος
011426 V- 3AAI-P-- V-AAI-3P ἔκραξαν. ἔκραξαν ἔκραξαν κράζω
011427 A- ----NSM- ADV@ ⸀εὐθὺς εὐθὺς εὐθύς εὐθύς
011427 C- -------- CONJ δὲ δὲ δέ δέ
011427 V- 3AAI-S-- V-AAI-3S ἐλάλησεν ἐλάλησεν ἐλάλησε(ν) λαλέω
011427 RP ----DPM- P-DPM ⸂αὐτοῖς αὐτοῖς αὐτοῖς αὐτός
011427 RA ----NSM- R-NSM ὁ ὁ ὁ ὁ
011427 N- ----NSM- N-NSM Ἰησοῦς⸃ Ἰησοῦς Ἰησοῦς Ἰησοῦς
011427 V- -PAPNSM- V-PAP-NSM λέγων· λέγων λέγων λέγω
011427 V- 2PAD-P-- V-PAM-2P Θαρσεῖτε, Θαρσεῖτε θαρσεῖτε θαρσέω
011427 RP ----NS-- P-1NS ἐγώ ἐγώ ἐγώ ἐγώ
011427 V- 1PAI-S-- V-PAI-1S εἰμι· εἰμι εἰμί εἰμί
011427 D- -------- PRT-N μὴ μὴ μή μή
011427 V- 2PMD-P-- V-PNM-2P φοβεῖσθε. φοβεῖσθε φοβεῖσθε φοβέομαι
011428 V- -APPNSM- V-AOP-NSM Ἀποκριθεὶς Ἀποκριθεὶς ἀποκριθείς ἀποκρίνομαι
011428 C- -------- CONJ δὲ δὲ δέ δέ
